carnet,nombre,carrera,departamento,promedio
EST000439,Estudiante 439,Contaduria,San Miguel,5.74
EST000440,Estudiante 440,Administracion,La Libertad,5.81
EST000441,Estudiante 441,Ingeniería Industrial,Sonsonate,7.74
EST000442,Estudiante 442,Ingeniería de Sistemas,Sonsonate,6.68
EST000443,Estudiante 443,Arquitectura,San Salvador,7.41
EST000444,Estudiante 444,Ingeniería de Sistemas,Sonsonate,8.37
EST000445,Estudiante 445,Contaduria,La Libertad,6.9
EST000446,Estudiante 446,Administracion,Sonsonate,8.29
EST000447,Estudiante 447,Contaduria,San Salvador,6.66
EST000448,Estudiante 448,Contaduria,La Libertad,9.72
EST000449,Estudiante 449,Ingeniería Industrial,San Salvador,8.35
EST000450,Estudiante 450,Administracion,La Libertad,5.99
EST000451,Estudiante 451,Administracion,San Salvador,9.75
EST000452,Estudiante 452,Ingeniería de Sistemas,La Libertad,7.49
EST000453,Estudiante 453,Contaduria,San Miguel,6.4
EST000454,Estudiante 454,Ingeniería de Sistemas,San Salvador,7.56
EST000455,Estudiante 455,Arquitectura,San Miguel,8.82
EST000456,Estudiante 456,Ingeniería Industrial,San Miguel,6.14
EST000457,Estudiante 457,Arquitectura,La Libertad,6.15
EST000458,Estudiante 458,Administracion,Sonsonate,6.27
EST000459,Estudiante 459,Ingeniería Industrial,San Miguel,9.39
EST000460,Estudiante 460,Contaduria,San Miguel,6.63
EST000461,Estudiante 461,Ingeniería Industrial,San Salvador,7.58
EST000462,Estudiante 462,Ingeniería de Sistemas,Santa Ana,7.15
EST000463,Estudiante 463,Ingeniería de Sistemas,San Salvador,9.1
EST000464,Estudiante 464,Ingeniería de Sistemas,San Salvador,9.58
EST000465,Estudiante 465,Ingeniería Industrial,San Miguel,9.0
EST000466,Estudiante 466,Contaduria,San Salvador,7.49
EST000467,Estudiante 467,Contaduria,Santa Ana,5.56
EST000468,Estudiante 468,Arquitectura,San Miguel,8.9
EST000469,Estudiante 469,Ingeniería Industrial,Santa Ana,6.38
EST000470,Estudiante 470,Arquitectura,San Salvador,7.77
EST000471,Estudiante 471,Administracion,La Libertad,8.42
EST000472,Estudiante 472,Ingeniería Industrial,Sonsonate,8.98
EST000473,Estudiante 473,Arquitectura,San Miguel,8.19
EST000474,Estudiante 474,Arquitectura,Sonsonate,6.76
EST000475,Estudiante 475,Ingeniería de Sistemas,Sonsonate,9.98
EST000476,Estudiante 476,Ingeniería de Sistemas,La Libertad,7.92
EST000477,Estudiante 477,Ingeniería de Sistemas,San Salvador,8.87
EST000478,Estudiante 478,Arquitectura,San Miguel,9.91
EST000479,Estudiante 479,Administracion,La Libertad,9.14
EST000480,Estudiante 480,Administracion,San Salvador,9.09
EST000481,Estudiante 481,Ingeniería de Sistemas,Sonsonate,7.23
EST000482,Estudiante 482,Ingeniería de Sistemas,Sonsonate,6.92
EST000483,Estudiante 483,Ingeniería Industrial,La Libertad,6.8
EST000484,Estudiante 484,Arquitectura,Santa Ana,7.92
EST000485,Estudiante 485,Ingeniería Industrial,Santa Ana,6.22
EST000486,Estudiante 486,Contaduria,San Miguel,9.06
EST000487,Estudiante 487,Contaduria,La Libertad,7.6
EST000488,Estudiante 488,Contaduria,Sonsonate,9.71
EST000489,Estudiante 489,Ingeniería Industrial,Sonsonate,8.9
EST000490,Estudiante 490,Arquitectura,San Miguel,6.84
EST000491,Estudiante 491,Administracion,Sonsonate,9.9
EST000492,Estudiante 492,Arquitectura,Santa Ana,5.15
EST000493,Estudiante 493,Contaduria,Santa Ana,9.69
EST000494,Estudiante 494,Ingeniería de Sistemas,Sonsonate,7.3
EST000495,Estudiante 495,Administracion,La Libertad,5.3
EST000496,Estudiante 496,Contaduria,San Salvador,8.87
EST000497,Estudiante 497,Contaduria,Sonsonate,7.04
EST000498,Estudiante 498,Arquitectura,Sonsonate,6.04
EST000499,Estudiante 499,Ingeniería de Sistemas,Santa Ana,9.91
EST000500,Estudiante 500,Ingeniería de Sistemas,San Salvador,9.47
EST000501,Estudiante 501,Arquitectura,La Libertad,7.87
EST000502,Estudiante 502,Contaduria,La Libertad,9.75
EST000503,Estudiante 503,Administracion,San Miguel,9.47
EST000504,Estudiante 504,Ingeniería de Sistemas,Santa Ana,7.1
EST000505,Estudiante 505,Arquitectura,Santa Ana,5.3
EST000506,Estudiante 506,Ingeniería de Sistemas,San Miguel,5.65
EST000507,Estudiante 507,Ingeniería Industrial,Santa Ana,8.43
EST000508,Estudiante 508,Ingeniería Industrial,Santa Ana,5.1
EST000509,Estudiante 509,Ingeniería de Sistemas,San Salvador,6.21
EST000510,Estudiante 510,Contaduria,Santa Ana,7.88
EST000511,Estudiante 511,Administracion,San Miguel,9.82
EST000512,Estudiante 512,Ingeniería Industrial,Santa Ana,9.87
EST000513,Estudiante 513,Administracion,San Salvador,8.96
EST000514,Estudiante 514,Administracion,San Miguel,5.12
EST000515,Estudiante 515,Arquitectura,Santa Ana,7.19
EST000516,Estudiante 516,Arquitectura,Sonsonate,6.94
EST000517,Estudiante 517,Ingeniería Industrial,San Miguel,8.48
EST000518,Estudiante 518,Ingeniería de Sistemas,San Miguel,8.3
EST000519,Estudiante 519,Contaduria,La Libertad,5.71
EST000520,Estudiante 520,Contaduria,Santa Ana,5.89
EST000521,Estudiante 521,Arquitectura,La Libertad,9.81
EST000522,Estudiante 522,Ingeniería de Sistemas,San Salvador,5.82
EST000523,Estudiante 523,Ingeniería de Sistemas,La Libertad,6.6
EST000524,Estudiante 524,Ingeniería Industrial,La Libertad,7.27
EST000525,Estudiante 525,Ingeniería de Sistemas,San Salvador,8.25
EST000526,Estudiante 526,Arquitectura,La Libertad,6.88
EST000527,Estudiante 527,Ingeniería Industrial,Sonsonate,5.62
EST000528,Estudiante 528,Administracion,Sonsonate,9.81
EST000529,Estudiante 529,Administracion,San Miguel,6.12
EST000530,Estudiante 530,Ingeniería de Sistemas,La Libertad,9.75
EST000531,Estudiante 531,Ingeniería de Sistemas,La Libertad,9.17
EST000532,Estudiante 532,Ingeniería Industrial,Sonsonate,7.53
EST000533,Estudiante 533,Arquitectura,Sonsonate,8.93
EST000534,Estudiante 534,Ingeniería Industrial,La Libertad,6.8
EST000535,Estudiante 535,Arquitectura,Sonsonate,5.59
EST000536,Estudiante 536,Ingeniería de Sistemas,San Miguel,6.52
EST000537,Estudiante 537,Administracion,Sonsonate,9.21
EST000538,Estudiante 538,Contaduria,San Miguel,5.8
EST000539,Estudiante 539,Arquitectura,San Salvador,8.5
EST000540,Estudiante 540,Ingeniería de Sistemas,Santa Ana,5.66
EST000541,Estudiante 541,Administracion,La Libertad,8.56
EST000542,Estudiante 542,Ingeniería Industrial,La Libertad,6.5
EST000543,Estudiante 543,Arquitectura,Santa Ana,7.05
EST000544,Estudiante 544,Arquitectura,La Libertad,8.29
EST000545,Estudiante 545,Contaduria,La Libertad,8.85
EST000546,Estudiante 546,Administracion,Santa Ana,9.09
EST000547,Estudiante 547,Ingeniería Industrial,Sonsonate,9.96
EST000548,Estudiante 548,Arquitectura,San Salvador,7.25
EST000549,Estudiante 549,Administracion,La Libertad,9.29
EST000550,Estudiante 550,Administracion,Santa Ana,5.78
EST000551,Estudiante 551,Contaduria,Sonsonate,7.64
EST000552,Estudiante 552,Administracion,Sonsonate,8.27
EST000553,Estudiante 553,Contaduria,San Salvador,6.52
EST000554,Estudiante 554,Arquitectura,San Salvador,6.44
EST000555,Estudiante 555,Administracion,San Salvador,6.95
EST000556,Estudiante 556,Ingeniería de Sistemas,San Miguel,9.78
EST000557,Estudiante 557,Administracion,San Salvador,6.14
EST000558,Estudiante 558,Administracion,San Salvador,8.78
EST000559,Estudiante 559,Ingeniería de Sistemas,San Salvador,9.2
EST000560,Estudiante 560,Contaduria,La Libertad,8.89
EST000561,Estudiante 561,Ingeniería Industrial,La Libertad,7.32
EST000562,Estudiante 562,Contaduria,Sonsonate,6.53
EST000563,Estudiante 563,Contaduria,La Libertad,9.8
EST000564,Estudiante 564,Administracion,San Salvador,6.43
EST000565,Estudiante 565,Ingeniería de Sistemas,San Salvador,8.57
EST000566,Estudiante 566,Ingeniería Industrial,San Miguel,6.19
EST000567,Estudiante 567,Administracion,Santa Ana,9.18
EST000568,Estudiante 568,Ingeniería de Sistemas,La Libertad,9.56
EST000569,Estudiante 569,Ingeniería Industrial,Sonsonate,9.69
EST000570,Estudiante 570,Administracion,Santa Ana,8.64
EST000571,Estudiante 571,Contaduria,Santa Ana,7.64
EST000572,Estudiante 572,Contaduria,La Libertad,7.51
EST000573,Estudiante 573,Arquitectura,La Libertad,5.05
EST000574,Estudiante 574,Contaduria,San Miguel,5.21
EST000575,Estudiante 575,Contaduria,La Libertad,9.28
EST000576,Estudiante 576,Ingeniería de Sistemas,San Miguel,9.97
EST000577,Estudiante 577,Ingeniería de Sistemas,La Libertad,5.69
EST000578,Estudiante 578,Ingeniería de Sistemas,San Miguel,9.31
EST000579,Estudiante 579,Contaduria,Santa Ana,8.38
EST000580,Estudiante 580,Administracion,San Miguel,5.39
EST000581,Estudiante 581,Arquitectura,Santa Ana,6.35
EST000582,Estudiante 582,Arquitectura,La Libertad,7.09
EST000583,Estudiante 583,Administracion,Sonsonate,9.0
EST000584,Estudiante 584,Ingeniería de Sistemas,La Libertad,5.78
EST000585,Estudiante 585,Ingeniería de Sistemas,Santa Ana,5.85
EST000586,Estudiante 586,Arquitectura,Santa Ana,7.88
EST000587,Estudiante 587,Ingeniería Industrial,San Salvador,5.12
EST000588,Estudiante 588,Contaduria,La Libertad,7.71
EST000589,Estudiante 589,Ingeniería Industrial,Sonsonate,8.23
EST000590,Estudiante 590,Ingeniería de Sistemas,Sonsonate,5.46
EST000591,Estudiante 591,Arquitectura,La Libertad,5.74
EST000592,Estudiante 592,Ingeniería de Sistemas,San Salvador,9.72
EST000593,Estudiante 593,Ingeniería de Sistemas,Santa Ana,7.72
EST000594,Estudiante 594,Contaduria,San Salvador,5.76
EST000595,Estudiante 595,Administracion,San Miguel,6.37
EST000596,Estudiante 596,Arquitectura,San Miguel,7.58
EST000597,Estudiante 597,Ingeniería Industrial,La Libertad,5.59
EST000598,Estudiante 598,Arquitectura,La Libertad,6.17
EST000599,Estudiante 599,Contaduria,San Salvador,5.55
EST000600,Estudiante 600,Contaduria,Santa Ana,9.54
EST000601,Estudiante 601,Administracion,Sonsonate,9.38
EST000602,Estudiante 602,Ingeniería Industrial,Sonsonate,8.31
EST000603,Estudiante 603,Arquitectura,San Miguel,8.32
EST000604,Estudiante 604,Ingeniería Industrial,Santa Ana,8.22
EST000605,Estudiante 605,Administracion,Sonsonate,9.08
EST000606,Estudiante 606,Ingeniería Industrial,La Libertad,9.87
EST000607,Estudiante 607,Ingeniería de Sistemas,San Salvador,7.56
EST000608,Estudiante 608,Ingeniería de Sistemas,San Salvador,8.3
EST000609,Estudiante 609,Ingeniería de Sistemas,San Miguel,8.86
EST000610,Estudiante 610,Ingeniería Industrial,La Libertad,6.52
EST000611,Estudiante 611,Administracion,Santa Ana,8.84
EST000612,Estudiante 612,Administracion,La Libertad,8.63
EST000613,Estudiante 613,Ingeniería Industrial,Sonsonate,6.7
EST000614,Estudiante 614,Ingeniería Industrial,San Miguel,9.56
EST000615,Estudiante 615,Ingeniería de Sistemas,San Salvador,9.05
EST000616,Estudiante 616,Administracion,San Miguel,9.25
EST000617,Estudiante 617,Contaduria,Sonsonate,8.73
EST000618,Estudiante 618,Contaduria,San Miguel,7.72
EST000619,Estudiante 619,Ingeniería de Sistemas,Santa Ana,6.53
EST000620,Estudiante 620,Contaduria,San Salvador,7.87
EST000621,Estudiante 621,Contaduria,Sonsonate,6.87
EST000622,Estudiante 622,Arquitectura,Santa Ana,8.48
EST000623,Estudiante 623,Contaduria,Sonsonate,7.99
EST000624,Estudiante 624,Contaduria,San Miguel,7.66
EST000625,Estudiante 625,Ingeniería de Sistemas,San Miguel,6.41
EST000626,Estudiante 626,Administracion,Sonsonate,8.61
EST000627,Estudiante 627,Contaduria,San Miguel,9.07
EST000628,Estudiante 628,Ingeniería Industrial,San Salvador,9.13
EST000629,Estudiante 629,Ingeniería de Sistemas,San Salvador,9.86
EST000630,Estudiante 630,Contaduria,Sonsonate,6.84
EST000631,Estudiante 631,Ingeniería de Sistemas,San Salvador,6.77
EST000632,Estudiante 632,Ingeniería Industrial,La Libertad,7.57
EST000633,Estudiante 633,Administracion,Sonsonate,7.46
EST000634,Estudiante 634,Ingeniería de Sistemas,Santa Ana,8.93
EST000635,Estudiante 635,Arquitectura,San Salvador,6.3
EST000636,Estudiante 636,Contaduria,Santa Ana,8.59
EST000637,Estudiante 637,Contaduria,San Salvador,7.88
EST000638,Estudiante 638,Administracion,La Libertad,8.08
EST000639,Estudiante 639,Ingeniería Industrial,San Miguel,7.61
EST000640,Estudiante 640,Contaduria,La Libertad,7.83
EST000641,Estudiante 641,Contaduria,San Salvador,8.34
EST000642,Estudiante 642,Ingeniería Industrial,San Miguel,9.56
EST000643,Estudiante 643,Arquitectura,Santa Ana,8.02
EST000644,Estudiante 644,Administracion,La Libertad,5.11
EST000645,Estudiante 645,Contaduria,La Libertad,7.38
EST000646,Estudiante 646,Contaduria,La Libertad,7.73
EST000647,Estudiante 647,Ingeniería Industrial,San Miguel,7.34
EST000648,Estudiante 648,Ingeniería Industrial,San Salvador,6.51
EST000649,Estudiante 649,Arquitectura,San Miguel,7.14
EST000650,Estudiante 650,Ingeniería de Sistemas,San Miguel,9.94
EST000651,Estudiante 651,Contaduria,San Miguel,9.81
EST000652,Estudiante 652,Contaduria,Sonsonate,9.81
EST000653,Estudiante 653,Ingeniería de Sistemas,La Libertad,7.36
EST000654,Estudiante 654,Ingeniería Industrial,San Salvador,6.67
EST000655,Estudiante 655,Administracion,Sonsonate,9.92
EST000656,Estudiante 656,Administracion,La Libertad,7.26
EST000657,Estudiante 657,Administracion,San Salvador,6.28
EST000658,Estudiante 658,Contaduria,Santa Ana,5.62
EST000659,Estudiante 659,Administracion,San Salvador,9.2
EST000660,Estudiante 660,Ingeniería Industrial,San Salvador,9.01
EST000661,Estudiante 661,Administracion,San Salvador,9.05
EST000662,Estudiante 662,Contaduria,San Miguel,6.71
EST000663,Estudiante 663,Administracion,Sonsonate,7.03
EST000664,Estudiante 664,Contaduria,Sonsonate,9.5
EST000665,Estudiante 665,Ingeniería Industrial,La Libertad,7.48
EST000666,Estudiante 666,Contaduria,San Salvador,9.0
EST000667,Estudiante 667,Ingeniería de Sistemas,Santa Ana,8.27
EST000668,Estudiante 668,Ingeniería de Sistemas,San Miguel,8.84
EST000669,Estudiante 669,Ingeniería Industrial,Sonsonate,8.87
EST000670,Estudiante 670,Arquitectura,Santa Ana,8.89
EST000671,Estudiante 671,Contaduria,San Salvador,7.24
EST000672,Estudiante 672,Arquitectura,La Libertad,5.82
EST000673,Estudiante 673,Administracion,San Salvador,9.55
EST000674,Estudiante 674,Ingeniería Industrial,La Libertad,7.97
EST000675,Estudiante 675,Ingeniería Industrial,Sonsonate,6.14
EST000676,Estudiante 676,Arquitectura,San Miguel,9.8
EST000677,Estudiante 677,Contaduria,San Salvador,9.22
EST000678,Estudiante 678,Ingeniería de Sistemas,San Salvador,9.61
EST000679,Estudiante 679,Ingeniería Industrial,San Miguel,9.47
EST000680,Estudiante 680,Contaduria,Santa Ana,5.75
EST000681,Estudiante 681,Contaduria,San Miguel,9.88
EST000682,Estudiante 682,Arquitectura,San Salvador,5.56
EST000683,Estudiante 683,Contaduria,Santa Ana,5.56
EST000684,Estudiante 684,Ingeniería de Sistemas,San Salvador,7.27
EST000685,Estudiante 685,Administracion,Santa Ana,8.3
EST000686,Estudiante 686,Administracion,La Libertad,5.55
EST000687,Estudiante 687,Ingeniería Industrial,La Libertad,5.21
EST000688,Estudiante 688,Ingeniería de Sistemas,La Libertad,5.2
EST000689,Estudiante 689,Administracion,La Libertad,6.4
EST000690,Estudiante 690,Contaduria,San Miguel,5.39
EST000691,Estudiante 691,Ingeniería Industrial,Santa Ana,5.38
EST000692,Estudiante 692,Ingeniería de Sistemas,La Libertad,7.01
EST000693,Estudiante 693,Ingeniería Industrial,San Salvador,5.39
EST000694,Estudiante 694,Ingeniería de Sistemas,La Libertad,5.18
EST000695,Estudiante 695,Administracion,San Miguel,5.99
EST000696,Estudiante 696,Ingeniería de Sistemas,Sonsonate,6.13
EST000697,Estudiante 697,Administracion,La Libertad,7.6
EST000698,Estudiante 698,Ingeniería de Sistemas,La Libertad,6.27
EST000699,Estudiante 699,Administracion,San Miguel,8.35
EST000700,Estudiante 700,Contaduria,San Salvador,7.68
EST000701,Estudiante 701,Administracion,La Libertad,7.02
EST000702,Estudiante 702,Administracion,La Libertad,8.38
EST000703,Estudiante 703,Ingeniería Industrial,La Libertad,8.37
EST000704,Estudiante 704,Administracion,San Miguel,8.55
EST000705,Estudiante 705,Ingeniería de Sistemas,San Salvador,5.9
EST000706,Estudiante 706,Contaduria,San Miguel,5.13
EST000707,Estudiante 707,Administracion,Sonsonate,6.35
EST000708,Estudiante 708,Contaduria,Santa Ana,8.57
EST000709,Estudiante 709,Administracion,Sonsonate,6.49
EST000710,Estudiante 710,Arquitectura,La Libertad,5.36
EST000711,Estudiante 711,Arquitectura,La Libertad,6.7
EST000712,Estudiante 712,Ingeniería de Sistemas,Sonsonate,8.72
EST000713,Estudiante 713,Administracion,La Libertad,9.59
EST000714,Estudiante 714,Administracion,Sonsonate,7.87
EST000715,Estudiante 715,Ingeniería Industrial,Santa Ana,5.44
EST000716,Estudiante 716,Contaduria,Sonsonate,9.09
EST000717,Estudiante 717,Administracion,Sonsonate,5.19
EST000718,Estudiante 718,Ingeniería de Sistemas,La Libertad,6.36
EST000719,Estudiante 719,Arquitectura,San Salvador,5.63
EST000720,Estudiante 720,Ingeniería Industrial,Santa Ana,7.33
EST000721,Estudiante 721,Contaduria,San Miguel,5.46
EST000722,Estudiante 722,Arquitectura,Santa Ana,6.08
EST000723,Estudiante 723,Ingeniería Industrial,San Miguel,5.3
EST000724,Estudiante 724,Arquitectura,Sonsonate,5.7
EST000725,Estudiante 725,Administracion,Sonsonate,7.8
EST000726,Estudiante 726,Ingeniería de Sistemas,La Libertad,6.98
EST000727,Estudiante 727,Ingeniería de Sistemas,Sonsonate,8.06
EST000728,Estudiante 728,Contaduria,Santa Ana,9.18
EST000729,Estudiante 729,Ingeniería de Sistemas,Santa Ana,5.58
EST000730,Estudiante 730,Arquitectura,Sonsonate,9.6
EST000731,Estudiante 731,Arquitectura,San Salvador,6.05
EST000732,Estudiante 732,Contaduria,San Salvador,8.35
EST000733,Estudiante 733,Contaduria,San Miguel,5.99
EST000734,Estudiante 734,Ingeniería Industrial,La Libertad,9.66
EST000735,Estudiante 735,Contaduria,Santa Ana,6.49
EST000736,Estudiante 736,Administracion,Santa Ana,6.74
EST000737,Estudiante 737,Contaduria,San Miguel,8.36
EST000738,Estudiante 738,Administracion,La Libertad,9.92
EST000739,Estudiante 739,Ingeniería de Sistemas,San Salvador,5.45
EST000740,Estudiante 740,Ingeniería de Sistemas,Santa Ana,9.74
EST000741,Estudiante 741,Ingeniería Industrial,Sonsonate,5.24
EST000742,Estudiante 742,Arquitectura,La Libertad,6.23
EST000743,Estudiante 743,Administracion,San Salvador,7.19
EST000744,Estudiante 744,Ingeniería Industrial,San Miguel,6.89
EST000745,Estudiante 745,Ingeniería Industrial,Santa Ana,5.68
EST000746,Estudiante 746,Ingeniería de Sistemas,La Libertad,6.69
EST000747,Estudiante 747,Ingeniería Industrial,San Salvador,9.46
EST000748,Estudiante 748,Ingeniería Industrial,Santa Ana,9.98
EST000749,Estudiante 749,Administracion,La Libertad,7.17
EST000750,Estudiante 750,Contaduria,Sonsonate,8.64
EST000751,Estudiante 751,Administracion,La Libertad,5.21
EST000752,Estudiante 752,Arquitectura,San Miguel,7.85
EST000753,Estudiante 753,Arquitectura,San Miguel,9.96
EST000754,Estudiante 754,Administracion,Sonsonate,7.79
EST000755,Estudiante 755,Contaduria,La Libertad,7.7
EST000756,Estudiante 756,Ingeniería de Sistemas,Santa Ana,7.0
EST000757,Estudiante 757,Arquitectura,Sonsonate,5.21
EST000758,Estudiante 758,Arquitectura,San Miguel,9.23
EST000759,Estudiante 759,Arquitectura,San Salvador,8.5
EST000760,Estudiante 760,Administracion,La Libertad,8.84
EST000761,Estudiante 761,Ingeniería Industrial,La Libertad,9.41
EST000762,Estudiante 762,Ingeniería Industrial,San Salvador,6.21
EST000763,Estudiante 763,Administracion,Sonsonate,9.43
EST000764,Estudiante 764,Administracion,La Libertad,7.68
EST000765,Estudiante 765,Contaduria,San Miguel,7.69
EST000766,Estudiante 766,Arquitectura,San Salvador,5.3
EST000767,Estudiante 767,Contaduria,Santa Ana,5.28
EST000768,Estudiante 768,Administracion,La Libertad,6.41
EST000769,Estudiante 769,Ingeniería de Sistemas,La Libertad,5.21
EST000770,Estudiante 770,Arquitectura,Santa Ana,7.64
EST000771,Estudiante 771,Arquitectura,Sonsonate,6.42
EST000772,Estudiante 772,Arquitectura,Santa Ana,5.82
EST000773,Estudiante 773,Administracion,Sonsonate,9.3
